ENSCAFT00000013615	478432	cfa04060=Cytokine-cytokine receptor interaction.cfa04062=Chemokine signaling pathway.cfa04620=Toll-like receptor signaling pathway.cfa04622=RIG-I-like receptor signaling pathway.cfa04623=Cytosolic DNA-sensing pathway.cfa05164=Influenza A
ENSCAFT00000013618	488922	cfa04514=Cell adhesion molecules (CAMs)
ENSCAFT00000013623	478434	N
ENSCAFT00000013624	U	N
ENSCAFT00000013627	487713	N
ENSCAFT00000013629	475476	cfa00380=Tryptophan metabolism.cfa01100=Metabolic pathways
ENSCAFT00000013631	477617	N
ENSCAFT00000013632	U	N
ENSCAFT00000013634	486557	N
ENSCAFT00000013635	U	N
ENSCAFT00000013638	482665	cfa04142=Lysosome
ENSCAFT00000013639	487813	cfa03013=RNA transport
ENSCAFT00000013640	608832	N
ENSCAFT00000013642	487715	N
ENSCAFT00000013645	486270	N
ENSCAFT00000013647	U	N
ENSCAFT00000013648	482666	cfa04510=Focal adhesion.cfa04540=Gap junction.cfa04810=Regulation of actin cytoskeleton.cfa05215=Prostate cancer.cfa05218=Melanoma
ENSCAFT00000013650	611173	N
ENSCAFT00000013651	487028	N
ENSCAFT00000013653	487716	N
ENSCAFT00000013654	477220	N
ENSCAFT00000013656	477116	N
ENSCAFT00000013658	608844	N
ENSCAFT00000013659	478435	cfa04142=Lysosome
ENSCAFT00000013669	U	N
ENSCAFT00000013670	486271	N
ENSCAFT00000013671	487814	N
ENSCAFT00000013673	610279	N
ENSCAFT00000013680	477618	cfa05014=Amyotrophic lateral sclerosis (ALS)
ENSCAFT00000013681	611103	cfa04110=Cell cycle.cfa04350=TGF-beta signaling pathway
ENSCAFT00000013682	U	N
ENSCAFT00000013683	477927	N
ENSCAFT00000013687	486272	N
ENSCAFT00000013688	U	N
ENSCAFT00000013690	475477	cfa04080=Neuroactive ligand-receptor interaction
ENSCAFT00000013693	487259	N
ENSCAFT00000013695	607346	cfa03018=RNA degradation
ENSCAFT00000013696	478436	N
ENSCAFT00000013698	607616	N
ENSCAFT00000013700	478436	N
ENSCAFT00000013701	485860	N
ENSCAFT00000013702	478398	N
ENSCAFT00000013704	611857	cfa05100=Bacterial invasion of epithelial cells
ENSCAFT00000013706	486273	N
ENSCAFT00000013707	483106	cfa04962=Vasopressin-regulated water reabsorption.cfa05016=Huntington's disease
ENSCAFT00000013712	610103	N
ENSCAFT00000013714	487485	cfa04630=Jak-STAT signaling pathway
ENSCAFT00000013715	608138	cfa04145=Phagosome.cfa04540=Gap junction
ENSCAFT00000013721	485861	N
ENSCAFT00000013730	U	N
ENSCAFT00000013733	U	N
ENSCAFT00000013735	U	N
ENSCAFT00000013736	476871	N
ENSCAFT00000013737	U	N
ENSCAFT00000013739	486816	N
ENSCAFT00000013743	U	N
ENSCAFT00000013745	485862	N
ENSCAFT00000013746	U	N
ENSCAFT00000013748	U	N
ENSCAFT00000013750	608147.608864	cfa04145=Phagosome.cfa04540=Gap junction
ENSCAFT00000013753	U	N
ENSCAFT00000013754	612852	N
ENSCAFT00000013757	482668	N
ENSCAFT00000013759	475479	cfa04080=Neuroactive ligand-receptor interaction
ENSCAFT00000013765	U	N
ENSCAFT00000013767	487030	cfa00910=Nitrogen metabolism
ENSCAFT00000013769	477117	cfa03018=RNA degradation
ENSCAFT00000013773	U	N
ENSCAFT00000013779	475982	N
ENSCAFT00000013780	610820	cfa03010=Ribosome
ENSCAFT00000013785	487032	cfa00910=Nitrogen metabolism
ENSCAFT00000013786	475480	N
ENSCAFT00000013788	486102	cfa04020=Calcium signaling pathway.cfa04062=Chemokine signaling pathway.cfa04650=Natural killer cell mediated cytotoxicity.cfa04670=Leukocyte transendothelial migration.cfa04912=GnRH signaling pathway
ENSCAFT00000013790	U	N
ENSCAFT00000013792	478442	cfa04115=p53 signaling pathway
ENSCAFT00000013793	479160	N
ENSCAFT00000013794	612809	N
ENSCAFT00000013796	U	N
ENSCAFT00000013797	608156	cfa04060=Cytokine-cytokine receptor interaction.cfa04062=Chemokine signaling pathway
ENSCAFT00000013799	477928	cfa00910=Nitrogen metabolism
ENSCAFT00000013802	609725	N
ENSCAFT00000013803	475481	cfa04020=Calcium signaling pathway.cfa05012=Parkinson's disease.cfa05016=Huntington's disease
ENSCAFT00000013804	608884	N
ENSCAFT00000013805	478255	cfa04010=MAPK signaling pathway.cfa04660=T cell receptor signaling pathway
ENSCAFT00000013806	611191	N
ENSCAFT00000013808	488925	cfa00620=Pyruvate metabolism
ENSCAFT00000013814	612275	cfa04976=Bile secretion
ENSCAFT00000013815	475482	N
ENSCAFT00000013820	U	N
ENSCAFT00000013822	487261	N
ENSCAFT00000013823	487817	cfa03018=RNA degradation
ENSCAFT00000013830	U	N
ENSCAFT00000013831	485399	cfa00562=Inositol phosphate metabolism.cfa01100=Metabolic pathways.cfa04070=Phosphatidylinositol signaling system
ENSCAFT00000013833	U	N
ENSCAFT00000013835	486103	N
ENSCAFT00000013836	494005	cfa04270=Vascular smooth muscle contraction.cfa04530=Tight junction.cfa04666=Fc gamma R-mediated phagocytosis.cfa04722=Neurotrophin signaling pathway
ENSCAFT00000013841	478399	N
ENSCAFT00000013842	475980.607287	cfa03050=Proteasome
ENSCAFT00000013843	487031	cfa00910=Nitrogen metabolism
ENSCAFT00000013846	479163	cfa00330=Arginine and proline metabolism.cfa01100=Metabolic pathways
ENSCAFT00000013848	478443	N
ENSCAFT00000013849	U	N
ENSCAFT00000013850	475981	N
ENSCAFT00000013851	477221	cfa04110=Cell cycle.cfa04350=TGF-beta signaling pathway
ENSCAFT00000013853	U	N
ENSCAFT00000013857	609129	N
ENSCAFT00000013858	403866	cfa04020=Calcium signaling pathway.cfa04080=Neuroactive ligand-receptor interaction.cfa04270=Vascular smooth muscle contraction.cfa04970=Salivary secretion
ENSCAFT00000013859	487033	N
ENSCAFT00000013860	611255	cfa04380=Osteoclast differentiation.cfa05166=HTLV-I infection.cfa05200=Pathways in cancer.cfa05202=Transcriptional misregulation in cancer.cfa05221=Acute myeloid leukemia
ENSCAFT00000013863	478109	cfa00230=Purine metabolism.cfa00240=Pyrimidine metabolism.cfa01100=Metabolic pathways.cfa03020=RNA polymerase.cfa05016=Huntington's disease
ENSCAFT00000013864	610941	cfa00010=Glycolysis / Gluconeogenesis.cfa00040=Pentose and glucuronate interconversions.cfa00053=Ascorbate and aldarate metabolism.cfa00071=Fatty acid metabolism.cfa00280=Valine, leucine and isoleucine degradation.cfa00310=Lysine degradation.cfa00330=Arginine and proline metabolism.cfa00340=Histidine metabolism.cfa00380=Tryptophan metabolism.cfa00410=beta-Alanine metabolism.cfa00561=Glycerolipid metabolism.cfa00620=Pyruvate metabolism.cfa00640=Propanoate metabolism.cfa01100=Metabolic pathways
ENSCAFT00000013865	U	N
ENSCAFT00000013868	487718	N
ENSCAFT00000013869	485401	cfa04930=Type II diabetes mellitus
ENSCAFT00000013872	486558	cfa00310=Lysine degradation
ENSCAFT00000013873	483109	N
ENSCAFT00000013874	477120	cfa04614=Renin-angiotensin system.cfa04640=Hematopoietic cell lineage.cfa04974=Protein digestion and absorption.cfa05010=Alzheimer's disease
ENSCAFT00000013877	482670	cfa04010=MAPK signaling pathway
ENSCAFT00000013878	478110	N
ENSCAFT00000013882	487486	cfa04145=Phagosome.cfa04350=TGF-beta signaling pathway.cfa04510=Focal adhesion.cfa04512=ECM-receptor interaction.cfa05144=Malaria
ENSCAFT00000013883	476589	cfa00510=N-Glycan biosynthesis
ENSCAFT00000013885	U	N
ENSCAFT00000013893	U	N
ENSCAFT00000013894	477624	cfa03040=Spliceosome
ENSCAFT00000013895	612924	N
ENSCAFT00000013896	478256	N
ENSCAFT00000013897	612287	N
ENSCAFT00000013899	487488	N
ENSCAFT00000013901	485863	N
ENSCAFT00000013902	478111	N
ENSCAFT00000013903	610351	N
ENSCAFT00000013904	475791	cfa00230=Purine metabolism.cfa01100=Metabolic pathways
ENSCAFT00000013905	U	N
ENSCAFT00000013909	486559	cfa04910=Insulin signaling pathway.cfa04920=Adipocytokine signaling pathway.cfa05410=Hypertrophic cardiomyopathy (HCM)
ENSCAFT00000013911	608911	N
ENSCAFT00000013912	403586	cfa04062=Chemokine signaling pathway
ENSCAFT00000013914	485723	N
ENSCAFT00000013916	477480	cfa04010=MAPK signaling pathway
ENSCAFT00000013917	487265	cfa04060=Cytokine-cytokine receptor interaction.cfa04062=Chemokine signaling pathway
ENSCAFT00000013918	486560	cfa04310=Wnt signaling pathway.cfa04340=Hedgehog signaling pathway.cfa04916=Melanogenesis.cfa05166=HTLV-I infection.cfa05200=Pathways in cancer.cfa05217=Basal cell carcinoma
ENSCAFT00000013919	U	N
ENSCAFT00000013920	477481	N
ENSCAFT00000013921	475792	cfa04270=Vascular smooth muscle contraction
ENSCAFT00000013922	477929	cfa00190=Oxidative phosphorylation.cfa01100=Metabolic pathways.cfa04142=Lysosome.cfa04145=Phagosome.cfa04721=Synaptic vesicle cycle.cfa04966=Collecting duct acid secretion.cfa05152=Tuberculosis.cfa05323=Rheumatoid arthritis
ENSCAFT00000013925	U	N
ENSCAFT00000013930	U	N
ENSCAFT00000013932	610969	N
ENSCAFT00000013935	486561	cfa04310=Wnt signaling pathway.cfa04340=Hedgehog signaling pathway.cfa04916=Melanogenesis.cfa05166=HTLV-I infection.cfa05200=Pathways in cancer.cfa05217=Basal cell carcinoma
ENSCAFT00000013936	485724	cfa00604=Glycosphingolipid biosynthesis - ganglio series.cfa01100=Metabolic pathways
ENSCAFT00000013937	482671	N
ENSCAFT00000013939	478114	N
ENSCAFT00000013942	U	N
ENSCAFT00000013945	477482	cfa04141=Protein processing in endoplasmic reticulum
ENSCAFT00000013951	611248	N
ENSCAFT00000013952	478446	N
ENSCAFT00000013953	U	N
ENSCAFT00000013954	609195	N
ENSCAFT00000013958	U	N
ENSCAFT00000013961	399518	cfa04080=Neuroactive ligand-receptor interaction
ENSCAFT00000013962	477123	cfa00230=Purine metabolism.cfa00983=Drug metabolism - other enzymes.cfa01100=Metabolic pathways
ENSCAFT00000013963	486562	N
ENSCAFT00000013964	403712	cfa04080=Neuroactive ligand-receptor interaction
ENSCAFT00000013965	U	N
ENSCAFT00000013968	608951	N
ENSCAFT00000013972	483110	N
ENSCAFT00000013973	U	N
ENSCAFT00000013974	477930	cfa04120=Ubiquitin mediated proteolysis.cfa04144=Endocytosis
ENSCAFT00000013975	487719	cfa04080=Neuroactive ligand-receptor interaction.cfa04724=Glutamatergic synapse
ENSCAFT00000013978	612786	N
ENSCAFT00000013981	487720	cfa04514=Cell adhesion molecules (CAMs).cfa04530=Tight junction.cfa04670=Leukocyte transendothelial migration.cfa05160=Hepatitis C
ENSCAFT00000013983	479164	cfa03430=Mismatch repair.cfa05200=Pathways in cancer.cfa05210=Colorectal cancer
ENSCAFT00000013985	477224	cfa03040=Spliceosome
ENSCAFT00000013986	478112	N
ENSCAFT00000013987	612618	N
ENSCAFT00000013988	475794	N
ENSCAFT00000013989	483624	cfa05410=Hypertrophic cardiomyopathy (HCM).cfa05414=Dilated cardiomyopathy
ENSCAFT00000013990	609224	N
ENSCAFT00000013993	477622	N
ENSCAFT00000013994	484728	N
ENSCAFT00000013995	486107	cfa04360=Axon guidance
ENSCAFT00000013996	486108	N
ENSCAFT00000013997	483111	N
ENSCAFT00000013998	608110	N
ENSCAFT00000014000	477623	cfa04360=Axon guidance
ENSCAFT00000014004	477225	N
ENSCAFT00000014006	403686	N
ENSCAFT00000014007	479165	N
ENSCAFT00000014013	486274	N
ENSCAFT00000014017	478401	cfa04514=Cell adhesion molecules (CAMs).cfa04530=Tight junction.cfa04670=Leukocyte transendothelial migration.cfa05160=Hepatitis C
ENSCAFT00000014018	479166	N
ENSCAFT00000014019	U	N
ENSCAFT00000014020	U	N
ENSCAFT00000014022	483625	cfa03320=PPAR signaling pathway.cfa05160=Hepatitis C
ENSCAFT00000014024	U	N
ENSCAFT00000014025	U	N
ENSCAFT00000014029	475795	N
ENSCAFT00000014030	U	N
ENSCAFT00000014032	478257	cfa04141=Protein processing in endoplasmic reticulum.cfa05160=Hepatitis C.cfa05162=Measles.cfa05164=Influenza A.cfa05168=Herpes simplex infection
ENSCAFT00000014034	U	N
ENSCAFT00000014036	U	N
ENSCAFT00000014037	475983	cfa00740=Riboflavin metabolism
ENSCAFT00000014038	483112	N
ENSCAFT00000014041	U	N
ENSCAFT00000014042	485866	N
ENSCAFT00000014043	U	N
ENSCAFT00000014044	U	N
ENSCAFT00000014048	U	N
ENSCAFT00000014049	U	N
ENSCAFT00000014050	488928	N
ENSCAFT00000014054	478447	N
ENSCAFT00000014057	483626	cfa03420=Nucleotide excision repair.cfa04115=p53 signaling pathway.cfa04120=Ubiquitin mediated proteolysis
ENSCAFT00000014058	487731	cfa04062=Chemokine signaling pathway.cfa04810=Regulation of actin cytoskeleton
ENSCAFT00000014062	U	N
ENSCAFT00000014064	487819	cfa05202=Transcriptional misregulation in cancer
ENSCAFT00000014065	U	N
ENSCAFT00000014066	612006	N
ENSCAFT00000014067	487820	N
ENSCAFT00000014069	607313	N
ENSCAFT00000014070	475492	cfa04940=Type I diabetes mellitus
ENSCAFT00000014076	477486	N
ENSCAFT00000014077	477487	N
ENSCAFT00000014079	U	N
ENSCAFT00000014081	477124	cfa04141=Protein processing in endoplasmic reticulum
ENSCAFT00000014085	477374	cfa03015=mRNA surveillance pathway.cfa04530=Tight junction.cfa04728=Dopaminergic synapse.cfa05142=Chagas disease (American trypanosomiasis).cfa05160=Hepatitis C
ENSCAFT00000014086	487821	N
ENSCAFT00000014087	487733	N
ENSCAFT00000014090	485728	N
ENSCAFT00000014091	485729	N
ENSCAFT00000014092	485867	cfa05016=Huntington's disease
ENSCAFT00000014093	487823	N
ENSCAFT00000014094	475984	N
ENSCAFT00000014096	486563	cfa04010=MAPK signaling pathway.cfa04260=Cardiac muscle contraction.cfa05410=Hypertrophic cardiomyopathy (HCM).cfa05412=Arrhythmogenic right ventricular cardiomyopathy (ARVC).cfa05414=Dilated cardiomyopathy
ENSCAFT00000014097	609701	N
ENSCAFT00000014099	487825	N
ENSCAFT00000014100	403691	cfa03010=Ribosome
ENSCAFT00000014101	609708	N
ENSCAFT00000014102	U	N
ENSCAFT00000014104	485730	N
ENSCAFT00000014109	487034	N
ENSCAFT00000014111	608653	cfa04662=B cell receptor signaling pathway
ENSCAFT00000014113	487735	N
ENSCAFT00000014114	476590	N
ENSCAFT00000014115	485868	N
ENSCAFT00000014118	478115	N
ENSCAFT00000014121	485731	N
ENSCAFT00000014124	U	N
ENSCAFT00000014125	U	N
ENSCAFT00000014126	609361	cfa04010=MAPK signaling pathway.cfa04260=Cardiac muscle contraction.cfa05410=Hypertrophic cardiomyopathy (HCM).cfa05412=Arrhythmogenic right ventricular cardiomyopathy (ARVC).cfa05414=Dilated cardiomyopathy
ENSCAFT00000014128	U	N
ENSCAFT00000014129	U	N
ENSCAFT00000014130	479168	N
ENSCAFT00000014131	487827	cfa04540=Gap junction.cfa04730=Long-term depression.cfa04740=Olfactory transduction.cfa04970=Salivary secretion
ENSCAFT00000014133	477488	cfa04630=Jak-STAT signaling pathway.cfa04650=Natural killer cell mediated cytotoxicity.cfa04670=Leukocyte transendothelial migration.cfa04722=Neurotrophin signaling pathway.cfa04920=Adipocytokine signaling pathway.cfa05168=Herpes simplex infection.cfa05211=Renal cell carcinoma.cfa05220=Chronic myeloid leukemia
ENSCAFT00000014134	403554	N
ENSCAFT00000014135	486817	N
ENSCAFT00000014136	477226	N
ENSCAFT00000014138	477625	cfa00230=Purine metabolism.cfa04062=Chemokine signaling pathway.cfa04114=Oocyte meiosis.cfa04270=Vascular smooth muscle contraction.cfa04540=Gap junction.cfa04724=Glutamatergic synapse.cfa04725=Cholinergic synapse.cfa04727=GABAergic synapse.cfa04742=Taste transduction.cfa04912=GnRH signaling pathway.cfa04914=Progesterone-mediated oocyte maturation.cfa04916=Melanogenesis.cfa04961=Endocrine and other factor-regulated calcium reabsorption.cfa04962=Vasopressin-regulated water reabsorption.cfa04970=Salivary secretion.cfa04971=Gastric acid secretion.cfa04972=Pancreatic secretion.cfa04976=Bile secretion.cfa05166=HTLV-I infection.cfa05414=Dilated cardiomyopathy
ENSCAFT00000014140	U	N
ENSCAFT00000014142	477626	N
ENSCAFT00000014145	610226	N
ENSCAFT00000014146	U	N
ENSCAFT00000014152	477126	N
ENSCAFT00000014154	483627	cfa04144=Endocytosis
ENSCAFT00000014157	482674	N
ENSCAFT00000014160	611038	N
ENSCAFT00000014162	477127	cfa05202=Transcriptional misregulation in cancer
ENSCAFT00000014166	U	N
ENSCAFT00000014167	U	N
ENSCAFT00000014169	607404	N
ENSCAFT00000014170	612337	N
ENSCAFT00000014171	485869	cfa04620=Toll-like receptor signaling pathway.cfa05132=Salmonella infection.cfa05152=Tuberculosis
ENSCAFT00000014175	476592	cfa03060=Protein export
ENSCAFT00000014176	U	N
ENSCAFT00000014180	486564	cfa05202=Transcriptional misregulation in cancer
ENSCAFT00000014182	U	N
ENSCAFT00000014186	608350	cfa04110=Cell cycle.cfa05166=HTLV-I infection
ENSCAFT00000014190	475798	N
ENSCAFT00000014192	487036	N
ENSCAFT00000014193	485402	cfa02010=ABC transporters.cfa04930=Type II diabetes mellitus
ENSCAFT00000014194	477490	cfa05160=Hepatitis C.cfa05162=Measles.cfa05164=Influenza A.cfa05168=Herpes simplex infection
ENSCAFT00000014198	483115	cfa04144=Endocytosis
ENSCAFT00000014202	611051	cfa05160=Hepatitis C.cfa05162=Measles.cfa05164=Influenza A.cfa05168=Herpes simplex infection
ENSCAFT00000014204	609028	N
ENSCAFT00000014206	609038	N
ENSCAFT00000014209	U	N
ENSCAFT00000014211	477375	N
ENSCAFT00000014213	U	N
ENSCAFT00000014214	403730	cfa00052=Galactose metabolism.cfa01100=Metabolic pathways
ENSCAFT00000014215	U	N
ENSCAFT00000014216	612350	N
ENSCAFT00000014218	612357	N
ENSCAFT00000014221	U	N
ENSCAFT00000014222	U	N
ENSCAFT00000014224	476976	N
ENSCAFT00000014225	478450	N
ENSCAFT00000014226	484731	N
ENSCAFT00000014227	U	N
ENSCAFT00000014229	483118	cfa00790=Folate biosynthesis.cfa01100=Metabolic pathways
ENSCAFT00000014230	U	N
ENSCAFT00000014238	477377	N
ENSCAFT00000014240	U	N
ENSCAFT00000014242	477936	cfa04621=NOD-like receptor signaling pathway.cfa04722=Neurotrophin signaling pathway.cfa05152=Tuberculosis
ENSCAFT00000014243	486569	N
ENSCAFT00000014247	609127	cfa04740=Olfactory transduction
ENSCAFT00000014248	612869	N
ENSCAFT00000014254	487038	N
ENSCAFT00000014255	486571	N
ENSCAFT00000014257	478452	cfa00270=Cysteine and methionine metabolism
ENSCAFT00000014259	486109	N
ENSCAFT00000014261	403755.488411.610338	cfa00010=Glycolysis / Gluconeogenesis.cfa01100=Metabolic pathways.cfa05010=Alzheimer's disease
ENSCAFT00000014262	U	N
ENSCAFT00000014264	612718	N
ENSCAFT00000014266	487831	cfa01040=Biosynthesis of unsaturated fatty acids.cfa03320=PPAR signaling pathway
ENSCAFT00000014267	478402	N
ENSCAFT00000014268	U	N
ENSCAFT00000014270	485870	cfa04721=Synaptic vesicle cycle.cfa04727=GABAergic synapse
ENSCAFT00000014273	U	N
ENSCAFT00000014275	U	N
ENSCAFT00000014276	U	N
ENSCAFT00000014278	U	N
ENSCAFT00000014279	U	N
ENSCAFT00000014280	483119	N
ENSCAFT00000014281	478116	cfa04141=Protein processing in endoplasmic reticulum
ENSCAFT00000014282	606782	N
ENSCAFT00000014291	487490	cfa04012=ErbB signaling pathway.cfa04360=Axon guidance.cfa04510=Focal adhesion.cfa04660=T cell receptor signaling pathway.cfa04810=Regulation of actin cytoskeleton.cfa05211=Renal cell carcinoma
ENSCAFT00000014292	U	N
ENSCAFT00000014294	483628	N
ENSCAFT00000014295	607697	N
ENSCAFT00000014296	486277	N
ENSCAFT00000014301	U	N
ENSCAFT00000014302	U	N
ENSCAFT00000014303	486818	cfa04360=Axon guidance
ENSCAFT00000014305	U	N
ENSCAFT00000014307	488930	cfa04145=Phagosome.cfa04350=TGF-beta signaling pathway.cfa04510=Focal adhesion.cfa04512=ECM-receptor interaction.cfa05144=Malaria
ENSCAFT00000014311	483120	cfa00830=Retinol metabolism
ENSCAFT00000014313	U	N
ENSCAFT00000014316	U	N
ENSCAFT00000014317	609303	N
ENSCAFT00000014318	477938	N
ENSCAFT00000014320	U	N
ENSCAFT00000014321	475493	N
ENSCAFT00000014325	U	N
ENSCAFT00000014326	488931	N
ENSCAFT00000014327	U	N
ENSCAFT00000014330	477378	cfa05014=Amyotrophic lateral sclerosis (ALS)
ENSCAFT00000014334	477784	N
ENSCAFT00000014336	486111	cfa05014=Amyotrophic lateral sclerosis (ALS)
ENSCAFT00000014337	485871	N
ENSCAFT00000014338	487040	N
ENSCAFT00000014340	U	N
ENSCAFT00000014341	487934	N
ENSCAFT00000014342	612872	N
ENSCAFT00000014343	487933	cfa04130=SNARE interactions in vesicular transport
ENSCAFT00000014344	611356	N
ENSCAFT00000014345	486587	N
ENSCAFT00000014346	U	N
ENSCAFT00000014347	607320	N
ENSCAFT00000014348	477939	N
ENSCAFT00000014349	477128	N
ENSCAFT00000014350	478453	cfa04141=Protein processing in endoplasmic reticulum
ENSCAFT00000014352	486279	N
ENSCAFT00000014355	611076	N
ENSCAFT00000014356	403849	cfa00010=Glycolysis / Gluconeogenesis.cfa00030=Pentose phosphate pathway.cfa00051=Fructose and mannose metabolism.cfa00052=Galactose metabolism.cfa01100=Metabolic pathways
ENSCAFT00000014357	611081	N
ENSCAFT00000014358	479170	N
ENSCAFT00000014361	483121	N
ENSCAFT00000014363	478118	N
ENSCAFT00000014364	487042	N
ENSCAFT00000014369	U	N
ENSCAFT00000014374	487834	N
ENSCAFT00000014375	607764	N
ENSCAFT00000014378	485872	N
ENSCAFT00000014380	478403	cfa00562=Inositol phosphate metabolism.cfa01100=Metabolic pathways.cfa04070=Phosphatidylinositol signaling system
ENSCAFT00000014384	477629	N
ENSCAFT00000014390	478454	N
ENSCAFT00000014391	477492	N
ENSCAFT00000014393	608725	N
ENSCAFT00000014395	U	N
ENSCAFT00000014397	477229	N
ENSCAFT00000014398	U	N
ENSCAFT00000014399	487491	cfa00562=Inositol phosphate metabolism.cfa01100=Metabolic pathways.cfa04020=Calcium signaling pathway.cfa04062=Chemokine signaling pathway.cfa04070=Phosphatidylinositol signaling system.cfa04270=Vascular smooth muscle contraction.cfa04310=Wnt signaling pathway.cfa04540=Gap junction.cfa04720=Long-term potentiation.cfa04724=Glutamatergic synapse.cfa04725=Cholinergic synapse.cfa04728=Dopaminergic synapse.cfa04730=Long-term depression.cfa04912=GnRH signaling pathway.cfa04916=Melanogenesis.cfa04961=Endocrine and other factor-regulated calcium reabsorption.cfa04970=Salivary secretion.cfa04971=Gastric acid secretion.cfa04972=Pancreatic secretion.cfa05010=Alzheimer's disease.cfa05016=Huntington's disease.cfa05142=Chagas disease (American trypanosomiasis).cfa05143=African trypanosomiasis.cfa05146=Amoebiasis
ENSCAFT00000014408	477379	N
ENSCAFT00000014409	U	N
ENSCAFT00000014412	477786	cfa00010=Glycolysis / Gluconeogenesis.cfa00260=Glycine, serine and threonine metabolism.cfa01100=Metabolic pathways
ENSCAFT00000014414	403826	cfa04510=Focal adhesion.cfa04512=ECM-receptor interaction.cfa04974=Protein digestion and absorption.cfa05146=Amoebiasis
ENSCAFT00000014415	487737	cfa04060=Cytokine-cytokine receptor interaction.cfa04380=Osteoclast differentiation.cfa04620=Toll-like receptor signaling pathway.cfa04630=Jak-STAT signaling pathway.cfa04650=Natural killer cell mediated cytotoxicity.cfa05160=Hepatitis C.cfa05162=Measles.cfa05164=Influenza A.cfa05168=Herpes simplex infection
ENSCAFT00000014416	611940	N
ENSCAFT00000014418	478455	N
ENSCAFT00000014420	U	N
ENSCAFT00000014421	U	N
ENSCAFT00000014422	403705	N
ENSCAFT00000014423	U	N
ENSCAFT00000014424	U	N
ENSCAFT00000014426	U	N
ENSCAFT00000014427	478404	cfa04060=Cytokine-cytokine receptor interaction.cfa04630=Jak-STAT signaling pathway.cfa05145=Toxoplasmosis.cfa05152=Tuberculosis
ENSCAFT00000014429	U	N
ENSCAFT00000014432	U	N
ENSCAFT00000014433	475799	N
ENSCAFT00000014438	U	N
ENSCAFT00000014441	485874	cfa00562=Inositol phosphate metabolism.cfa01100=Metabolic pathways.cfa04012=ErbB signaling pathway.cfa04020=Calcium signaling pathway.cfa04070=Phosphatidylinositol signaling system.cfa04370=VEGF signaling pathway.cfa04650=Natural killer cell mediated cytotoxicity.cfa04660=T cell receptor signaling pathway.cfa04664=Fc epsilon RI signaling pathway.cfa04666=Fc gamma R-mediated phagocytosis.cfa04670=Leukocyte transendothelial migration.cfa04722=Neurotrophin signaling pathway.cfa05200=Pathways in cancer.cfa05214=Glioma.cfa05223=Non-small cell lung cancer
ENSCAFT00000014443	478457	cfa00130=Ubiquinone and other terpenoid-quinone biosynthesis.cfa01100=Metabolic pathways
ENSCAFT00000014444	488933	cfa04724=Glutamatergic synapse
ENSCAFT00000014447	486820	N
ENSCAFT00000014454	486281	cfa00260=Glycine, serine and threonine metabolism.cfa00270=Cysteine and methionine metabolism.cfa01100=Metabolic pathways
ENSCAFT00000014455	609830	cfa04060=Cytokine-cytokine receptor interaction.cfa04380=Osteoclast differentiation.cfa04620=Toll-like receptor signaling pathway.cfa04630=Jak-STAT signaling pathway.cfa04650=Natural killer cell mediated cytotoxicity.cfa05160=Hepatitis C.cfa05162=Measles.cfa05164=Influenza A.cfa05168=Herpes simplex infection
ENSCAFT00000014457	487494	N
ENSCAFT00000014458	487044	cfa05200=Pathways in cancer.cfa05202=Transcriptional misregulation in cancer.cfa05221=Acute myeloid leukemia
ENSCAFT00000014461	608753	N
ENSCAFT00000014462	487739	cfa04060=Cytokine-cytokine receptor interaction.cfa04380=Osteoclast differentiation.cfa04630=Jak-STAT signaling pathway.cfa04650=Natural killer cell mediated cytotoxicity.cfa05132=Salmonella infection.cfa05140=Leishmaniasis.cfa05142=Chagas disease (American trypanosomiasis).cfa05145=Toxoplasmosis.cfa05152=Tuberculosis.cfa05162=Measles.cfa05164=Influenza A.cfa05168=Herpes simplex infection
ENSCAFT00000014466	610062	N
ENSCAFT00000014468	475986	N
ENSCAFT00000014469	U	N
ENSCAFT00000014471	478119	cfa03013=RNA transport
ENSCAFT00000014472	485875	N
ENSCAFT00000014473	492060	cfa00520=Amino sugar and nucleotide sugar metabolism
ENSCAFT00000014475	488934	N
ENSCAFT00000014477	608707	cfa00531=Glycosaminoglycan degradation.cfa01100=Metabolic pathways
ENSCAFT00000014479	478258	N
ENSCAFT00000014480	486112	N
ENSCAFT00000014482	485562	N
ENSCAFT00000014483	486114	cfa05200=Pathways in cancer.cfa05215=Prostate cancer
ENSCAFT00000014484	487047	N
ENSCAFT00000014485	611956	cfa00380=Tryptophan metabolism.cfa01100=Metabolic pathways
ENSCAFT00000014486	487837	N
ENSCAFT00000014487	403768	cfa04978=Mineral absorption
ENSCAFT00000014488	403800	cfa04978=Mineral absorption
ENSCAFT00000014489	486282	N
ENSCAFT00000014490	U	N
ENSCAFT00000014491	403800	cfa04978=Mineral absorption
ENSCAFT00000014492	478458	N
ENSCAFT00000014494	612796	N
ENSCAFT00000014504	403769	N
ENSCAFT00000014506	486588	cfa04961=Endocrine and other factor-regulated calcium reabsorption.cfa04978=Mineral absorption.cfa05152=Tuberculosis
ENSCAFT00000014507	478459	N
ENSCAFT00000014508	478406	N
ENSCAFT00000014509	U	N
ENSCAFT00000014510	486115	N
ENSCAFT00000014514	486283	N
ENSCAFT00000014516	478259	cfa00280=Valine, leucine and isoleucine degradation.cfa01100=Metabolic pathways
